GEO_ID,id_Fix,NAME,percent_Rent,percent_Own,Rent_MOE,Own_MOE
id,id_Fix,Geographic Area Name,percent_Rent,percent_Own,Rent_MOE,Own_MOE
1400000US16027020100,16027020100,"Census Tract 201, Canyon County, Idaho",67.34693878,32.65306122,11.50278293,9.647495362
1400000US16027020200,16027020200,"Census Tract 202, Canyon County, Idaho",59.35483871,40.64516129,9.462365591,8.960573477
1400000US16027020300,16027020300,"Census Tract 203, Canyon County, Idaho",54.16666667,45.83333333,8.267195767,6.415343915
1400000US16027020401,16027020401,"Census Tract 204.01, Canyon County, Idaho",36.96027634,63.03972366,7.25388601,7.944732297
1400000US16027020402,16027020402,"Census Tract 204.02, Canyon County, Idaho",31.60704752,68.39295248,8.489054992,8.27549386
1400000US16027020501,16027020501,"Census Tract 205.01, Canyon County, Idaho",17.82347901,82.17652099,8.22622108,10.62553556
1400000US16027020503,16027020503,"Census Tract 205.03, Canyon County, Idaho",26.75350701,73.24649299,10.02004008,10.32064128
1400000US16027020504,16027020504,"Census Tract 205.04, Canyon County, Idaho",64.11132813,35.88867188,8.837890625,6.787109375
1400000US16027020601,16027020601,"Census Tract 206.01, Canyon County, Idaho",27.44215938,72.55784062,9.640102828,9.254498715
1400000US16027020602,16027020602,"Census Tract 206.02, Canyon County, Idaho",35.63492063,64.36507937,9.325396825,8.174603175
1400000US16027020700,16027020700,"Census Tract 207, Canyon County, Idaho",9.598603839,90.40139616,6.980802792,9.42408377
1400000US16027020901,16027020901,"Census Tract 209.01, Canyon County, Idaho",10.44256589,89.55743411,3.132769766,6.190949776
1400000US16027020902,16027020902,"Census Tract 209.02, Canyon County, Idaho",15.96778015,84.03221985,4.145936982,6.017531391
1400000US16027021001,16027021001,"Census Tract 210.01, Canyon County, Idaho",19.70782011,80.29217989,5.4425666,8.221140074
1400000US16027021002,16027021002,"Census Tract 210.02, Canyon County, Idaho",28.72137405,71.27862595,7.092875318,7.315521628
1400000US16027021100,16027021100,"Census Tract 211, Canyon County, Idaho",28.83149873,71.16850127,5.313293819,5.694326842
1400000US16027021200,16027021200,"Census Tract 212, Canyon County, Idaho",33.06074766,66.93925234,8.956386293,8.761682243
1400000US16027021300,16027021300,"Census Tract 213, Canyon County, Idaho",67.77546778,32.22453222,14.65696466,9.771309771
1400000US16027021500,16027021500,"Census Tract 215, Canyon County, Idaho",53.84615385,46.15384615,8.871794872,7.230769231
1400000US16027021600,16027021600,"Census Tract 216, Canyon County, Idaho",41.86320755,58.13679245,7.429245283,7.66509434
1400000US16027021700,16027021700,"Census Tract 217, Canyon County, Idaho",25.92008412,74.07991588,5.888538381,6.466876972
1400000US16027021800,16027021800,"Census Tract 218, Canyon County, Idaho",11.57749077,88.42250923,3.505535055,6.134686347
1400000US16027021901,16027021901,"Census Tract 219.01, Canyon County, Idaho",30.72215422,69.27784578,7.282741738,11.32190942
1400000US16027021903,16027021903,"Census Tract 219.03, Canyon County, Idaho",12.31719207,87.68280793,5.947351316,6.304842379
1400000US16027021904,16027021904,"Census Tract 219.04, Canyon County, Idaho",38.99721448,61.00278552,10.02785515,8.542246982
1400000US16027022100,16027022100,"Census Tract 221, Canyon County, Idaho",24.47949527,75.52050473,5.930599369,8.895899054
1400000US16027022200,16027022200,"Census Tract 222, Canyon County, Idaho",24.54780362,75.45219638,5.620155039,6.718346253
1400000US16027022300,16027022300,"Census Tract 223, Canyon County, Idaho",22.85,77.15,4.85,6.95
1400000US16027022400,16027022400,"Census Tract 224, Canyon County, Idaho",9.507978723,90.49202128,5.718085106,7.04787234
1400000US16075960100,16075960100,"Census Tract 9601, Payette County, Idaho",32.03883495,67.96116505,8.357956944,8.526804559
1400000US16075960200,16075960200,"Census Tract 9602, Payette County, Idaho",32.68219384,67.31780616,8.18933133,9.166040571
1400000US16075960300,16075960300,"Census Tract 9603, Payette County, Idaho",16.49687808,83.50312192,4.830759119,6.868222149
1400000US16075960400,16075960400,"Census Tract 9604, Payette County, Idaho",19.28306551,80.71693449,5.933250927,8.652657602
1400000US16087970100,16087970100,"Census Tract 9701, Washington County, Idaho",22.1574344,77.8425656,6.559766764,10.34985423
1400000US16087970200,16087970200,"Census Tract 9702, Washington County, Idaho",30.36984353,69.63015647,8.250355619,6.614509246
1400000US16087970300,16087970300,"Census Tract 9703, Washington County, Idaho",20.36942022,79.63057978,5.336069779,6.875320677
1400000US41045940000,41045940000,"Census Tract 9400, Malheur County, Oregon",na,na,na,na
1400000US41045970200,41045970200,"Census Tract 9702, Malheur County, Oregon",17.95831106,82.04168894,6.360235168,7.963655799
1400000US41045970300,41045970300,"Census Tract 9703, Malheur County, Oregon",44.00749064,55.99250936,7.553058677,8.302122347
1400000US41045970400,41045970400,"Census Tract 9704, Malheur County, Oregon",48.48317705,51.51682295,9.376723662,8.218422504
1400000US41045970500,41045970500,"Census Tract 9705, Malheur County, Oregon",32.36134934,67.63865066,6.689536878,7.890222985
1400000US41045970600,41045970600,"Census Tract 9706, Malheur County, Oregon",32.18997361,67.81002639,6.530343008,7.915567282
1400000US41045970700,41045970700,"Census Tract 9707, Malheur County, Oregon",34.60207612,65.39792388,9.515570934,11.24567474
1400000US41045970900,41045970900,"Census Tract 9709, Malheur County, Oregon",30.2513465,69.7486535,6.104129264,7.719928187
0500000US16027,16027,"Canyon County, Idaho",28.82497135,71.17502865,1.335476888,1.397555074
0500000US16075,16075,"Payette County, Idaho",24.016266,75.983734,3.6598493,3.623968425
0500000US16087,16087,"Washington County, Idaho",24.15243752,75.84756248,3.761445187,4.305864885
0500000US41045,41045,"Malheur County, Oregon",34.27706727,65.72293273,2.909303915,2.89954115
